place,placeName,abstract,country,subject,broaderSubject,placeType,broaderPlaceType,population
http://dbpedia.org/resource/Laragh_(Trory),Laragh (Trory),"Laragh (from Irish Lathrach, meaning 'the site of some sort of building') is a small townland of 132 acres (0.2 sq mi) in County Fermanagh, Northern Ireland. It is situated in the civil parish of Trory and the historic barony of Tirkennedy. It is near Enniskillen Airport.
Laragh is the base for Balcas Timber Ltd, a producer of timber products and wood pellets as a renewable energy fuel and for export.
There are two other townlands in County Fermanagh with the same name: Laragh (Rossory) and Laragh (Kinawley).",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Civil_parish_of_Trory,http://dbpedia.org/resource/Category:Barony_of_Tirkennedy,,,
http://dbpedia.org/resource/Laragh_(Trory),Laragh (Trory),"Laragh (from Irish Lathrach, meaning 'the site of some sort of building') is a small townland of 132 acres (0.2 sq mi) in County Fermanagh, Northern Ireland. It is situated in the civil parish of Trory and the historic barony of Tirkennedy. It is near Enniskillen Airport.
Laragh is the base for Balcas Timber Ltd, a producer of timber products and wood pellets as a renewable energy fuel and for export.
There are two other townlands in County Fermanagh with the same name: Laragh (Rossory) and Laragh (Kinawley).",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Civil_parish_of_Trory,http://dbpedia.org/resource/Category:Civil_parishes_of_County_Fermanagh,,,
http://dbpedia.org/resource/Laragh_(Trory),Laragh (Trory),"Laragh (from Irish Lathrach, meaning 'the site of some sort of building') is a small townland of 132 acres (0.2 sq mi) in County Fermanagh, Northern Ireland. It is situated in the civil parish of Trory and the historic barony of Tirkennedy. It is near Enniskillen Airport.
Laragh is the base for Balcas Timber Ltd, a producer of timber products and wood pellets as a renewable energy fuel and for export.
There are two other townlands in County Fermanagh with the same name: Laragh (Rossory) and Laragh (Kinawley).",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Townlands_of_County_Fermanagh,http://dbpedia.org/resource/Category:Townlands_of_Northern_Ireland_by_county,,,
http://dbpedia.org/resource/Laragh_(Trory),Laragh (Trory),"Laragh (from Irish Lathrach, meaning 'the site of some sort of building') is a small townland of 132 acres (0.2 sq mi) in County Fermanagh, Northern Ireland. It is situated in the civil parish of Trory and the historic barony of Tirkennedy. It is near Enniskillen Airport.
Laragh is the base for Balcas Timber Ltd, a producer of timber products and wood pellets as a renewable energy fuel and for export.
There are two other townlands in County Fermanagh with the same name: Laragh (Rossory) and Laragh (Kinawley).",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Townlands_of_County_Fermanagh,http://dbpedia.org/resource/Category:Geography_of_County_Fermanagh,,,
http://dbpedia.org/resource/Lisbellaw,Lisbellaw,"Lisbellaw (from Irish Lios Béal Átha, meaning 'ringfort at the ford-mouth') is a village in County Fermanagh, Northern Ireland, about 5 miles (8.0 km) east of Enniskillen. In 2008 it had an estimated population of 1,277 people.
The village is built around the Church of Ireland parish church, which was built in the 18th century. The steep main street houses two grocery shop, a hairdressing salon, two pubs, a post office, a dentist's surgery, a beauty salon, a butcher, two mechanics, a pharmacy, a health store distributor, a chip shop, and a hardware store, as well as the Church of Ireland parish centre, the Methodist and Presbyterian churches. The Catholic church and a Plymouth Brethren gospel hall lie just off the main street. Just outside the village is Carrybridge, a marina on Upper Lough Erne.
Lisbellaw railway station opened on 16 August 1858 and shut down on 1 October 1957.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Villages_in_County_Fermanagh,http://dbpedia.org/resource/Category:Villages_in_Northern_Ireland,,,1106
http://dbpedia.org/resource/Lisbellaw,Lisbellaw,"Lisbellaw (from Irish Lios Béal Átha, meaning 'ringfort at the ford-mouth') is a village in County Fermanagh, Northern Ireland, about 5 miles (8.0 km) east of Enniskillen. In 2008 it had an estimated population of 1,277 people.
The village is built around the Church of Ireland parish church, which was built in the 18th century. The steep main street houses two grocery shop, a hairdressing salon, two pubs, a post office, a dentist's surgery, a beauty salon, a butcher, two mechanics, a pharmacy, a health store distributor, a chip shop, and a hardware store, as well as the Church of Ireland parish centre, the Methodist and Presbyterian churches. The Catholic church and a Plymouth Brethren gospel hall lie just off the main street. Just outside the village is Carrybridge, a marina on Upper Lough Erne.
Lisbellaw railway station opened on 16 August 1858 and shut down on 1 October 1957.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Villages_in_County_Fermanagh,http://dbpedia.org/resource/Category:Geography_of_County_Fermanagh,,,1106
http://dbpedia.org/resource/Lisbellaw,Lisbellaw,"Lisbellaw (from Irish Lios Béal Átha, meaning 'ringfort at the ford-mouth') is a village in County Fermanagh, Northern Ireland, about 5 miles (8.0 km) east of Enniskillen. In 2008 it had an estimated population of 1,277 people.
The village is built around the Church of Ireland parish church, which was built in the 18th century. The steep main street houses two grocery shop, a hairdressing salon, two pubs, a post office, a dentist's surgery, a beauty salon, a butcher, two mechanics, a pharmacy, a health store distributor, a chip shop, and a hardware store, as well as the Church of Ireland parish centre, the Methodist and Presbyterian churches. The Catholic church and a Plymouth Brethren gospel hall lie just off the main street. Just outside the village is Carrybridge, a marina on Upper Lough Erne.
Lisbellaw railway station opened on 16 August 1858 and shut down on 1 October 1957.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Villages_in_County_Fermanagh,http://dbpedia.org/resource/Category:Towns_and_villages_in_Northern_Ireland_by_county,,,1106
http://dbpedia.org/resource/Aughanduff,Aughanduff,"Aughanduff (from Irish  Áth an Daimh 'ford of the oxen') is a small hamlet and townland in the civil parish of Forkhill, in the former barony of Orior Upper, and County of Armagh, Northern Ireland. The townland is roughly co-existent with Upper and Lower Aughanduff Mountains, both of which form part of the outer Ring of Gullion geological formation, the most spectacular example of a ring-dyke intrusion in Ireland or Britain, and was the first ring dyke in the world to be geologically mapped. Aughanduff has been populated since prehistoric times and has been recorded as a distinct district since at least the early 1600s. 
The area's history is both well documented and reflects its location both in rural Ireland and on the borderlands of the Pale, the Plantation of Ulster, and latterly Northern Ireland; indeed, part of the district's northern boundary was proposed for forming part of the northern border of the Irish Free State by the Irish Boundary Commission in its final report of 1925. The Boundary Commission's report was never implemented and today, the area remains within Northern Ireland, some five miles from the border with the Republic of Ireland. Prominent in the hill country of southern Armagh, Aughanduff boasts views of six counties on a clear day, part of the area has been designated by the Northern Ireland Environment Agency as an Area of Special Scientific Interest, and the district forms part of the western element of Ring of Gullion Area of Outstanding Natural Beauty.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Townlands_of_County_Armagh,http://dbpedia.org/resource/Category:Geography_of_County_Armagh,,,
http://dbpedia.org/resource/Aughanduff,Aughanduff,"Aughanduff (from Irish  Áth an Daimh 'ford of the oxen') is a small hamlet and townland in the civil parish of Forkhill, in the former barony of Orior Upper, and County of Armagh, Northern Ireland. The townland is roughly co-existent with Upper and Lower Aughanduff Mountains, both of which form part of the outer Ring of Gullion geological formation, the most spectacular example of a ring-dyke intrusion in Ireland or Britain, and was the first ring dyke in the world to be geologically mapped. Aughanduff has been populated since prehistoric times and has been recorded as a distinct district since at least the early 1600s. 
The area's history is both well documented and reflects its location both in rural Ireland and on the borderlands of the Pale, the Plantation of Ulster, and latterly Northern Ireland; indeed, part of the district's northern boundary was proposed for forming part of the northern border of the Irish Free State by the Irish Boundary Commission in its final report of 1925. The Boundary Commission's report was never implemented and today, the area remains within Northern Ireland, some five miles from the border with the Republic of Ireland. Prominent in the hill country of southern Armagh, Aughanduff boasts views of six counties on a clear day, part of the area has been designated by the Northern Ireland Environment Agency as an Area of Special Scientific Interest, and the district forms part of the western element of Ring of Gullion Area of Outstanding Natural Beauty.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Townlands_of_County_Armagh,http://dbpedia.org/resource/Category:Townlands_of_Northern_Ireland_by_county,,,
http://dbpedia.org/resource/Aughanduff,Aughanduff,"Aughanduff (from Irish  Áth an Daimh 'ford of the oxen') is a small hamlet and townland in the civil parish of Forkhill, in the former barony of Orior Upper, and County of Armagh, Northern Ireland. The townland is roughly co-existent with Upper and Lower Aughanduff Mountains, both of which form part of the outer Ring of Gullion geological formation, the most spectacular example of a ring-dyke intrusion in Ireland or Britain, and was the first ring dyke in the world to be geologically mapped. Aughanduff has been populated since prehistoric times and has been recorded as a distinct district since at least the early 1600s. 
The area's history is both well documented and reflects its location both in rural Ireland and on the borderlands of the Pale, the Plantation of Ulster, and latterly Northern Ireland; indeed, part of the district's northern boundary was proposed for forming part of the northern border of the Irish Free State by the Irish Boundary Commission in its final report of 1925. The Boundary Commission's report was never implemented and today, the area remains within Northern Ireland, some five miles from the border with the Republic of Ireland. Prominent in the hill country of southern Armagh, Aughanduff boasts views of six counties on a clear day, part of the area has been designated by the Northern Ireland Environment Agency as an Area of Special Scientific Interest, and the district forms part of the western element of Ring of Gullion Area of Outstanding Natural Beauty.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Populated_places_within_ring_dikes,http://dbpedia.org/resource/Category:Ring_dikes,,,
http://dbpedia.org/resource/Aughanduff,Aughanduff,"Aughanduff (from Irish  Áth an Daimh 'ford of the oxen') is a small hamlet and townland in the civil parish of Forkhill, in the former barony of Orior Upper, and County of Armagh, Northern Ireland. The townland is roughly co-existent with Upper and Lower Aughanduff Mountains, both of which form part of the outer Ring of Gullion geological formation, the most spectacular example of a ring-dyke intrusion in Ireland or Britain, and was the first ring dyke in the world to be geologically mapped. Aughanduff has been populated since prehistoric times and has been recorded as a distinct district since at least the early 1600s. 
The area's history is both well documented and reflects its location both in rural Ireland and on the borderlands of the Pale, the Plantation of Ulster, and latterly Northern Ireland; indeed, part of the district's northern boundary was proposed for forming part of the northern border of the Irish Free State by the Irish Boundary Commission in its final report of 1925. The Boundary Commission's report was never implemented and today, the area remains within Northern Ireland, some five miles from the border with the Republic of Ireland. Prominent in the hill country of southern Armagh, Aughanduff boasts views of six counties on a clear day, part of the area has been designated by the Northern Ireland Environment Agency as an Area of Special Scientific Interest, and the district forms part of the western element of Ring of Gullion Area of Outstanding Natural Beauty.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Populated_places_within_ring_dikes,http://dbpedia.org/resource/Category:Populated_places,,,
http://dbpedia.org/resource/Ballystrudder,Ballystrudder,"Ballystrudder or Ballystruder (from Irish Baile Strudair, meaning 'Strudar’s townland') is a small village and townland (of 255 acres) on Islandmagee in County Antrim, Northern Ireland. It is situated in the historic barony of Belfast Lower and the civil parish of Islandmagee. It is part of Mid and East Antrim Borough Council. It had a population of 992 people in the 2011 census.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Villages_in_County_Antrim,http://dbpedia.org/resource/Category:Towns_and_villages_in_Northern_Ireland_by_county,,,992
http://dbpedia.org/resource/Ballystrudder,Ballystrudder,"Ballystrudder or Ballystruder (from Irish Baile Strudair, meaning 'Strudar’s townland') is a small village and townland (of 255 acres) on Islandmagee in County Antrim, Northern Ireland. It is situated in the historic barony of Belfast Lower and the civil parish of Islandmagee. It is part of Mid and East Antrim Borough Council. It had a population of 992 people in the 2011 census.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Villages_in_County_Antrim,http://dbpedia.org/resource/Category:Villages_in_Northern_Ireland,,,992
http://dbpedia.org/resource/Ballystrudder,Ballystrudder,"Ballystrudder or Ballystruder (from Irish Baile Strudair, meaning 'Strudar’s townland') is a small village and townland (of 255 acres) on Islandmagee in County Antrim, Northern Ireland. It is situated in the historic barony of Belfast Lower and the civil parish of Islandmagee. It is part of Mid and East Antrim Borough Council. It had a population of 992 people in the 2011 census.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Villages_in_County_Antrim,http://dbpedia.org/resource/Category:Geography_of_County_Antrim,,,992
http://dbpedia.org/resource/Ballystrudder,Ballystrudder,"Ballystrudder or Ballystruder (from Irish Baile Strudair, meaning 'Strudar’s townland') is a small village and townland (of 255 acres) on Islandmagee in County Antrim, Northern Ireland. It is situated in the historic barony of Belfast Lower and the civil parish of Islandmagee. It is part of Mid and East Antrim Borough Council. It had a population of 992 people in the 2011 census.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Civil_parish_of_Island_Magee,http://dbpedia.org/resource/Category:Civil_parishes_of_County_Antrim,,,992
http://dbpedia.org/resource/Ballystrudder,Ballystrudder,"Ballystrudder or Ballystruder (from Irish Baile Strudair, meaning 'Strudar’s townland') is a small village and townland (of 255 acres) on Islandmagee in County Antrim, Northern Ireland. It is situated in the historic barony of Belfast Lower and the civil parish of Islandmagee. It is part of Mid and East Antrim Borough Council. It had a population of 992 people in the 2011 census.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Civil_parish_of_Island_Magee,http://dbpedia.org/resource/Category:Barony_of_Belfast_Lower,,,992
http://dbpedia.org/resource/Armagh_City_and_District_Council,Armagh City and District Council,"Armagh City and District Council was a district council in County Armagh in Northern Ireland. It merged with Banbridge District Council and Craigavon Borough Council in May 2015 under local government reorganisation in Northern Ireland to become Armagh City, Banbridge and Craigavon Borough Council.
The Council area included the city of Armagh, as well as the surrounding area. City status was officially conferred in 1995. Armagh has a long reputation as an administrative centre and the headquarters of the Southern Education and Library Board and the Southern Health and Social Services Board were located in the city. The Armagh Outreach Centre was established in 1995 and is linked to the Queen's University of Belfast. The heads of both the Roman Catholic Church in Ireland and the Church of Ireland reside in the city.
The district consisted of four electoral areas: Armagh City, Cusher, Crossmore and The Orchard, from which 22 councillors were elected for a period of four years by proportional representation. At the last election in 2011 members were elected from the following political parties: 6 Ulster Unionist Party (UUP), 6 Sinn Féin, 5 Social Democratic and Labour Party (SDLP), 4 Democratic Unionist Party (DUP), and independent Councillor Paul Berry, a former DUP councillor. The last mayor of Armagh was Councillor Freda Donnelly (DUP). The last election was due to take place in May 2009, but, on 25 April 2008, Shaun Woodward, Secretary of State for Northern Ireland announced that the scheduled 2009 district council elections were to be postponed until the introduction of the eleven new councils in 2011.
The proposed reforms were postponed in 2010, and the most recent district council elections took place in 2011. Together with part of the district of Newry and Mourne, it formed the Newry & Armagh constituency for elections to the Westminster Parliament and Northern Ireland Assembly.",http://dbpedia.org/resource/Northern_Ireland,"http://dbpedia.org/resource/Category:District_councils_of_Northern_Ireland,_1973–2015",http://dbpedia.org/resource/Category:District_councils_of_Northern_Ireland,,,
http://dbpedia.org/resource/Armagh_City_and_District_Council,Armagh City and District Council,"Armagh City and District Council was a district council in County Armagh in Northern Ireland. It merged with Banbridge District Council and Craigavon Borough Council in May 2015 under local government reorganisation in Northern Ireland to become Armagh City, Banbridge and Craigavon Borough Council.
The Council area included the city of Armagh, as well as the surrounding area. City status was officially conferred in 1995. Armagh has a long reputation as an administrative centre and the headquarters of the Southern Education and Library Board and the Southern Health and Social Services Board were located in the city. The Armagh Outreach Centre was established in 1995 and is linked to the Queen's University of Belfast. The heads of both the Roman Catholic Church in Ireland and the Church of Ireland reside in the city.
The district consisted of four electoral areas: Armagh City, Cusher, Crossmore and The Orchard, from which 22 councillors were elected for a period of four years by proportional representation. At the last election in 2011 members were elected from the following political parties: 6 Ulster Unionist Party (UUP), 6 Sinn Féin, 5 Social Democratic and Labour Party (SDLP), 4 Democratic Unionist Party (DUP), and independent Councillor Paul Berry, a former DUP councillor. The last mayor of Armagh was Councillor Freda Donnelly (DUP). The last election was due to take place in May 2009, but, on 25 April 2008, Shaun Woodward, Secretary of State for Northern Ireland announced that the scheduled 2009 district council elections were to be postponed until the introduction of the eleven new councils in 2011.
The proposed reforms were postponed in 2010, and the most recent district council elections took place in 2011. Together with part of the district of Newry and Mourne, it formed the Newry & Armagh constituency for elections to the Westminster Parliament and Northern Ireland Assembly.",http://dbpedia.org/resource/Northern_Ireland,"http://dbpedia.org/resource/Category:District_councils_of_Northern_Ireland,_1973–2015","http://dbpedia.org/resource/Category:Districts_of_Northern_Ireland,_1972–2015",,,
http://dbpedia.org/resource/Armagh_City_and_District_Council,Armagh City and District Council,"Armagh City and District Council was a district council in County Armagh in Northern Ireland. It merged with Banbridge District Council and Craigavon Borough Council in May 2015 under local government reorganisation in Northern Ireland to become Armagh City, Banbridge and Craigavon Borough Council.
The Council area included the city of Armagh, as well as the surrounding area. City status was officially conferred in 1995. Armagh has a long reputation as an administrative centre and the headquarters of the Southern Education and Library Board and the Southern Health and Social Services Board were located in the city. The Armagh Outreach Centre was established in 1995 and is linked to the Queen's University of Belfast. The heads of both the Roman Catholic Church in Ireland and the Church of Ireland reside in the city.
The district consisted of four electoral areas: Armagh City, Cusher, Crossmore and The Orchard, from which 22 councillors were elected for a period of four years by proportional representation. At the last election in 2011 members were elected from the following political parties: 6 Ulster Unionist Party (UUP), 6 Sinn Féin, 5 Social Democratic and Labour Party (SDLP), 4 Democratic Unionist Party (DUP), and independent Councillor Paul Berry, a former DUP councillor. The last mayor of Armagh was Councillor Freda Donnelly (DUP). The last election was due to take place in May 2009, but, on 25 April 2008, Shaun Woodward, Secretary of State for Northern Ireland announced that the scheduled 2009 district council elections were to be postponed until the introduction of the eleven new councils in 2011.
The proposed reforms were postponed in 2010, and the most recent district council elections took place in 2011. Together with part of the district of Newry and Mourne, it formed the Newry & Armagh constituency for elections to the Westminster Parliament and Northern Ireland Assembly.",http://dbpedia.org/resource/Northern_Ireland,"http://dbpedia.org/resource/Category:District_councils_of_Northern_Ireland,_1973–2015",http://dbpedia.org/resource/Category:1973_establishments_in_Northern_Ireland,,,
http://dbpedia.org/resource/Armagh_City_and_District_Council,Armagh City and District Council,"Armagh City and District Council was a district council in County Armagh in Northern Ireland. It merged with Banbridge District Council and Craigavon Borough Council in May 2015 under local government reorganisation in Northern Ireland to become Armagh City, Banbridge and Craigavon Borough Council.
The Council area included the city of Armagh, as well as the surrounding area. City status was officially conferred in 1995. Armagh has a long reputation as an administrative centre and the headquarters of the Southern Education and Library Board and the Southern Health and Social Services Board were located in the city. The Armagh Outreach Centre was established in 1995 and is linked to the Queen's University of Belfast. The heads of both the Roman Catholic Church in Ireland and the Church of Ireland reside in the city.
The district consisted of four electoral areas: Armagh City, Cusher, Crossmore and The Orchard, from which 22 councillors were elected for a period of four years by proportional representation. At the last election in 2011 members were elected from the following political parties: 6 Ulster Unionist Party (UUP), 6 Sinn Féin, 5 Social Democratic and Labour Party (SDLP), 4 Democratic Unionist Party (DUP), and independent Councillor Paul Berry, a former DUP councillor. The last mayor of Armagh was Councillor Freda Donnelly (DUP). The last election was due to take place in May 2009, but, on 25 April 2008, Shaun Woodward, Secretary of State for Northern Ireland announced that the scheduled 2009 district council elections were to be postponed until the introduction of the eleven new councils in 2011.
The proposed reforms were postponed in 2010, and the most recent district council elections took place in 2011. Together with part of the district of Newry and Mourne, it formed the Newry & Armagh constituency for elections to the Westminster Parliament and Northern Ireland Assembly.",http://dbpedia.org/resource/Northern_Ireland,"http://dbpedia.org/resource/Category:District_councils_of_Northern_Ireland,_1973–2015",http://dbpedia.org/resource/Category:2015_disestablishments_in_Northern_Ireland,,,
http://dbpedia.org/resource/Armagh_City_and_District_Council,Armagh City and District Council,"Armagh City and District Council was a district council in County Armagh in Northern Ireland. It merged with Banbridge District Council and Craigavon Borough Council in May 2015 under local government reorganisation in Northern Ireland to become Armagh City, Banbridge and Craigavon Borough Council.
The Council area included the city of Armagh, as well as the surrounding area. City status was officially conferred in 1995. Armagh has a long reputation as an administrative centre and the headquarters of the Southern Education and Library Board and the Southern Health and Social Services Board were located in the city. The Armagh Outreach Centre was established in 1995 and is linked to the Queen's University of Belfast. The heads of both the Roman Catholic Church in Ireland and the Church of Ireland reside in the city.
The district consisted of four electoral areas: Armagh City, Cusher, Crossmore and The Orchard, from which 22 councillors were elected for a period of four years by proportional representation. At the last election in 2011 members were elected from the following political parties: 6 Ulster Unionist Party (UUP), 6 Sinn Féin, 5 Social Democratic and Labour Party (SDLP), 4 Democratic Unionist Party (DUP), and independent Councillor Paul Berry, a former DUP councillor. The last mayor of Armagh was Councillor Freda Donnelly (DUP). The last election was due to take place in May 2009, but, on 25 April 2008, Shaun Woodward, Secretary of State for Northern Ireland announced that the scheduled 2009 district council elections were to be postponed until the introduction of the eleven new councils in 2011.
The proposed reforms were postponed in 2010, and the most recent district council elections took place in 2011. Together with part of the district of Newry and Mourne, it formed the Newry & Armagh constituency for elections to the Westminster Parliament and Northern Ireland Assembly.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Politics_of_County_Armagh,http://dbpedia.org/resource/Category:Politics_of_Northern_Ireland_by_county,,,
http://dbpedia.org/resource/Armagh_City_and_District_Council,Armagh City and District Council,"Armagh City and District Council was a district council in County Armagh in Northern Ireland. It merged with Banbridge District Council and Craigavon Borough Council in May 2015 under local government reorganisation in Northern Ireland to become Armagh City, Banbridge and Craigavon Borough Council.
The Council area included the city of Armagh, as well as the surrounding area. City status was officially conferred in 1995. Armagh has a long reputation as an administrative centre and the headquarters of the Southern Education and Library Board and the Southern Health and Social Services Board were located in the city. The Armagh Outreach Centre was established in 1995 and is linked to the Queen's University of Belfast. The heads of both the Roman Catholic Church in Ireland and the Church of Ireland reside in the city.
The district consisted of four electoral areas: Armagh City, Cusher, Crossmore and The Orchard, from which 22 councillors were elected for a period of four years by proportional representation. At the last election in 2011 members were elected from the following political parties: 6 Ulster Unionist Party (UUP), 6 Sinn Féin, 5 Social Democratic and Labour Party (SDLP), 4 Democratic Unionist Party (DUP), and independent Councillor Paul Berry, a former DUP councillor. The last mayor of Armagh was Councillor Freda Donnelly (DUP). The last election was due to take place in May 2009, but, on 25 April 2008, Shaun Woodward, Secretary of State for Northern Ireland announced that the scheduled 2009 district council elections were to be postponed until the introduction of the eleven new councils in 2011.
The proposed reforms were postponed in 2010, and the most recent district council elections took place in 2011. Together with part of the district of Newry and Mourne, it formed the Newry & Armagh constituency for elections to the Westminster Parliament and Northern Ireland Assembly.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Politics_of_County_Armagh,http://dbpedia.org/resource/Category:History_of_County_Armagh,,,
http://dbpedia.org/resource/Armagh_City_and_District_Council,Armagh City and District Council,"Armagh City and District Council was a district council in County Armagh in Northern Ireland. It merged with Banbridge District Council and Craigavon Borough Council in May 2015 under local government reorganisation in Northern Ireland to become Armagh City, Banbridge and Craigavon Borough Council.
The Council area included the city of Armagh, as well as the surrounding area. City status was officially conferred in 1995. Armagh has a long reputation as an administrative centre and the headquarters of the Southern Education and Library Board and the Southern Health and Social Services Board were located in the city. The Armagh Outreach Centre was established in 1995 and is linked to the Queen's University of Belfast. The heads of both the Roman Catholic Church in Ireland and the Church of Ireland reside in the city.
The district consisted of four electoral areas: Armagh City, Cusher, Crossmore and The Orchard, from which 22 councillors were elected for a period of four years by proportional representation. At the last election in 2011 members were elected from the following political parties: 6 Ulster Unionist Party (UUP), 6 Sinn Féin, 5 Social Democratic and Labour Party (SDLP), 4 Democratic Unionist Party (DUP), and independent Councillor Paul Berry, a former DUP councillor. The last mayor of Armagh was Councillor Freda Donnelly (DUP). The last election was due to take place in May 2009, but, on 25 April 2008, Shaun Woodward, Secretary of State for Northern Ireland announced that the scheduled 2009 district council elections were to be postponed until the introduction of the eleven new councils in 2011.
The proposed reforms were postponed in 2010, and the most recent district council elections took place in 2011. Together with part of the district of Newry and Mourne, it formed the Newry & Armagh constituency for elections to the Westminster Parliament and Northern Ireland Assembly.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Politics_of_County_Armagh,http://dbpedia.org/resource/Category:County_Armagh,,,
http://dbpedia.org/resource/Armagh_City_and_District_Council,Armagh City and District Council,"Armagh City and District Council was a district council in County Armagh in Northern Ireland. It merged with Banbridge District Council and Craigavon Borough Council in May 2015 under local government reorganisation in Northern Ireland to become Armagh City, Banbridge and Craigavon Borough Council.
The Council area included the city of Armagh, as well as the surrounding area. City status was officially conferred in 1995. Armagh has a long reputation as an administrative centre and the headquarters of the Southern Education and Library Board and the Southern Health and Social Services Board were located in the city. The Armagh Outreach Centre was established in 1995 and is linked to the Queen's University of Belfast. The heads of both the Roman Catholic Church in Ireland and the Church of Ireland reside in the city.
The district consisted of four electoral areas: Armagh City, Cusher, Crossmore and The Orchard, from which 22 councillors were elected for a period of four years by proportional representation. At the last election in 2011 members were elected from the following political parties: 6 Ulster Unionist Party (UUP), 6 Sinn Féin, 5 Social Democratic and Labour Party (SDLP), 4 Democratic Unionist Party (DUP), and independent Councillor Paul Berry, a former DUP councillor. The last mayor of Armagh was Councillor Freda Donnelly (DUP). The last election was due to take place in May 2009, but, on 25 April 2008, Shaun Woodward, Secretary of State for Northern Ireland announced that the scheduled 2009 district council elections were to be postponed until the introduction of the eleven new councils in 2011.
The proposed reforms were postponed in 2010, and the most recent district council elections took place in 2011. Together with part of the district of Newry and Mourne, it formed the Newry & Armagh constituency for elections to the Westminster Parliament and Northern Ireland Assembly.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Armagh_City_and_District_Council,"http://dbpedia.org/resource/Category:Armagh_City,_Banbridge_and_Craigavon",,,
http://dbpedia.org/resource/Armagh_City_and_District_Council,Armagh City and District Council,"Armagh City and District Council was a district council in County Armagh in Northern Ireland. It merged with Banbridge District Council and Craigavon Borough Council in May 2015 under local government reorganisation in Northern Ireland to become Armagh City, Banbridge and Craigavon Borough Council.
The Council area included the city of Armagh, as well as the surrounding area. City status was officially conferred in 1995. Armagh has a long reputation as an administrative centre and the headquarters of the Southern Education and Library Board and the Southern Health and Social Services Board were located in the city. The Armagh Outreach Centre was established in 1995 and is linked to the Queen's University of Belfast. The heads of both the Roman Catholic Church in Ireland and the Church of Ireland reside in the city.
The district consisted of four electoral areas: Armagh City, Cusher, Crossmore and The Orchard, from which 22 councillors were elected for a period of four years by proportional representation. At the last election in 2011 members were elected from the following political parties: 6 Ulster Unionist Party (UUP), 6 Sinn Féin, 5 Social Democratic and Labour Party (SDLP), 4 Democratic Unionist Party (DUP), and independent Councillor Paul Berry, a former DUP councillor. The last mayor of Armagh was Councillor Freda Donnelly (DUP). The last election was due to take place in May 2009, but, on 25 April 2008, Shaun Woodward, Secretary of State for Northern Ireland announced that the scheduled 2009 district council elections were to be postponed until the introduction of the eleven new councils in 2011.
The proposed reforms were postponed in 2010, and the most recent district council elections took place in 2011. Together with part of the district of Newry and Mourne, it formed the Newry & Armagh constituency for elections to the Westminster Parliament and Northern Ireland Assembly.",http://dbpedia.org/resource/Northern_Ireland,http://dbpedia.org/resource/Category:Armagh_City_and_District_Council,"http://dbpedia.org/resource/Category:District_councils_of_Northern_Ireland,_1973–2015",,,
